2009,641,1138,1563,1800,55,4,0,5201,34
2010,650,1146,1463,1555,45,0,0,4859,37
2011,701,1127,1485,1389,44,0,0,4746,39
2012,753,1098,1509,1410,40,1,0,4811,39
2013,700,1037,1378,1299,56,0,0,4470,39
2014,700,1042,1303,1198,52,0,0,4295,40
2015,668,933,1305,1232,58,2,0,4198,38
2016,658,916,1321,1175,41,5,0,4116,38
2017,647,972,1287,1191,85,4,0,4186,38
2018,632,884,1302,1173,70,2,0,4063,38
2019,565,891,1137,1128,102,1,0,3824,38
