2006,87,42,13,29,0,1,1,13,12982,29
2007,88,43,15,26,3,2,0,12,14060,29
2008,89,43,16,24,4,2,0,11,14888,28
2009,90,39,20,24,6,2,0,10,15287,29
2010,91,39,20,23,7,2,0,9,15892,30
2011,91,34,24,24,7,2,0,9,16231,31
2012,91,32,25,24,8,2,0,9,16248,32
2013,91,30,26,24,9,2,0,9,16032,33
2014,91,27,27,26,10,1,0,9,15600,36
2015,90,25,27,25,10,2,0,10,15400,35
2016,90,25,28,25,10,2,0,10,15317,35
2017,90,25,28,24,12,1,0,10,14897,36
